"accession","length","isolate","isolation_source","host","organism","genotype","country_original","country","country_code","collection_date_original","collection_date"
"EU287996","937","ALP-7","NA","NA","Chikungunya virus","ECSA","India: Medical College, Alappuzha","India","IND","NA",NA
"EU287995","881","ALP-5","NA","NA","Chikungunya virus","ECSA","India: Medical College, Alappuzha","India","IND","NA",NA
"EU287994","913","ALP-6","NA","NA","Chikungunya virus","ECSA","India: Medical College, Alappuzha","India","IND","NA",NA
"EU383028","330","CHIK-AP Ra-TPT","plasma","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"EU244646","923","Madagascar 166/07","patient serum","Homo sapiens","Chikungunya virus","East-Central-South African","Madagascar","Madagascar","MDG","Jan-2007","2007-01-XX"
"EU350536","493","NA","NA","NA","Chikungunya virus","NA","India: Trivandrum, Kerala","India","IND","2007","2007-XX-XX"
"EU350535","493","NA","NA","NA","Chikungunya virus","NA","India: Punalur, Quilon, Kerala","India","IND","2007","2007-XX-XX"
"EU350534","493","NA","NA","NA","Chikungunya virus","NA","India: Punalur, Quilon, Kerala","India","IND","2007","2007-XX-XX"
"EU350533","493","NA","NA","NA","Chikungunya virus","NA","India: Pathanamthitta, Kerala","India","IND","2007","2007-XX-XX"
"EU350532","493","NA","NA","NA","Chikungunya virus","NA","India: Kayamkulam, Kerala","India","IND","2006","2006-XX-XX"
"EU272135","327","ITA8_VE","NA","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU272134","311","ITA7_BI","NA","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU272133","999","ITA8_VE","NA","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU272132","1016","ITA7_BI","NA","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU272131","327","ITA5_JEM","NA","NA","Chikungunya virus","NA","Italy","Italy","ITA","2007","2007-XX-XX"
"EU170527","900","NA","NA","NA","Chikungunya virus","ECSA","India: T.V. Puram, Vaikom, Kottayam, Kerala","India","IND","NA",NA
"EU170526","902","NA","NA","NA","Chikungunya virus","ECSA","India: Moothedathu Kavu, Vaikom, Kottayam, Kerala","India","IND","NA",NA
"EU170525","891","NA","NA","NA","Chikungunya virus","ECSA","India: Vaikom, Kottayam, Kerala","India","IND","NA",NA
"EU170524","907","NA","NA","NA","Chikungunya virus","ECSA","India: Kudavechoor, Vaikom, Kottayam, Kerala","India","IND","NA",NA
"EU170523","891","NA","NA","NA","Chikungunya virus","ECSA","India: Edayazhom, Vaikom, Kerala","India","IND","NA",NA
"EU190883","351","ITA3_CG","infected patient","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU190882","350","ITA4_MR","infected patient","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU190880","357","ITA2_BM","infected patient","NA","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EU188923","356","ITA1_TAM","infected patient","Homo sapiens","Chikungunya virus","NA","Italy","Italy","ITA","NA",NA
"EF674332","284","TN1","patient serum","Homo sapiens","Chikungunya virus","NA","India: Tamil Nadu, Cuddalore","India","IND","NA",NA
"EF674331","272","PON3","patient serum","Homo sapiens","Chikungunya virus","NA","India: Puducherry, Puducherry town","India","IND","NA",NA
"EF674330","273","ALP5","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Kainakari","India","IND","NA",NA
"EF674329","269","ALP4","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Chungam","India","IND","NA",NA
"EF674328","283","ALP3","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Mararikulam","India","IND","NA",NA
"EF674327","296","ALP2","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Kocheyam, Neerkunnam","India","IND","NA",NA
"EF674326","286","ALP1","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Velikkakom, Neerkunnam","India","IND","NA",NA
"EF674325","345","PON4","patient serum","Homo sapiens","Chikungunya virus","NA","India: Puducherry, Puducherry town","India","IND","NA",NA
"EF674324","332","TN1","patient serum","Homo sapiens","Chikungunya virus","NA","India: Tamil Nadu, Cuddalore","India","IND","NA",NA
"EF674323","329","PON3","patient serum","Homo sapiens","Chikungunya virus","NA","India: Puducherry, Puducherry town","India","IND","NA",NA
"EF674322","359","ALP5","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Kainakari","India","IND","NA",NA
"EF674321","356","ALP4","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Chungam","India","IND","NA",NA
"EF674320","356","ALP3","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Mararikulam","India","IND","NA",NA
"EF674319","356","ALP2","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Kocheyam, Neerkunnam","India","IND","NA",NA
"EF674318","356","ALP1","patient serum","Homo sapiens","Chikungunya virus","NA","India: Kerala, Alappuzha, Neerkunnam","India","IND","NA",NA
"EU131893","295","IndKL02","serum","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF613344","1129","8849","NA","Homo sapiens","Chikungunya virus","NA","Gabon","Gabon","GAB","2007","2007-XX-XX"
"EF613343","1100","8848","NA","Homo sapiens","Chikungunya virus","NA","Gabon","Gabon","GAB","2007","2007-XX-XX"
"EF613342","1101","8847","NA","Homo sapiens","Chikungunya virus","NA","Gabon","Gabon","GAB","2007","2007-XX-XX"
"EU119155","355","IndKL01","patient serum","NA","Chikungunya virus","NA","India: Kerala","India","IND","NA",NA
"EU119154","295","IndKL01","patient serum","NA","Chikungunya virus","NA","India: Kerala","India","IND","NA",NA
"DQ515991","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515990","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515989","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515988","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515987","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515986","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"DQ515985","147","NA","blood lysate","Homo sapiens","Chikungunya virus","NA","Equatorial Guinea","Equatorial Guinea","GNQ","NA",NA
"MN191618","564","15-1938","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","18-Nov-2015","2015-11-18"
"MN191617","563","15-1969","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","23-Nov-2015","2015-11-23"
"MN191616","565","15-2039","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","04-Dec-2015","2015-12-04"
"MN191615","552","15-2043","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","05-Dec-2015","2015-12-05"
"MN191614","495","16-1614","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","03-Oct-2016","2016-10-03"
"MN191613","476","16-1743","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","24-Oct-2016","2016-10-24"
"MN191612","533","16-1746","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","24-Oct-2016","2016-10-24"
"MN191611","529","16-1761","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","26-Oct-2016","2016-10-26"
"MN191610","563","15-1767","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","29-Oct-2015","2015-10-29"
"MN191609","553","15-1802","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","02-Nov-2015","2015-11-02"
"MN191608","453","15-1805","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","02-Nov-2015","2015-11-02"
"MN191607","551","15-1810","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","03-Nov-2015","2015-11-03"
"MN191606","562","15-1811","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","03-Nov-2015","2015-11-03"
"MN191605","564","15-1824","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","04-Nov-2015","2015-11-04"
"MN191604","507","15-1827","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","04-Nov-2015","2015-11-04"
"MN191603","561","15-1853","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","07-Nov-2015","2015-11-07"
"MN191602","559","15-1854","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","07-Nov-2015","2015-11-07"
"MN191601","551","15-1880","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","12-Nov-2015","2015-11-12"
"MN191600","537","15-1884","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","12-Nov-2015","2015-11-12"
"MN191599","507","15-1907","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","16-Nov-2015","2015-11-16"
"MT150100","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Beni, Trinidad","Bolivia","BOL","27-Apr-2015","2015-04-27"
"MT150099","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","04-May-2015","2015-05-04"
"MT150098","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","04-May-2015","2015-05-04"
"MT150097","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","04-May-2015","2015-05-04"
"MT150096","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","04-May-2015","2015-05-04"
"MT150095","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Cochabamba","Bolivia","BOL","26-Apr-2015","2015-04-26"
"MT150094","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","01-Mar-2015","2015-03-01"
"MT150093","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","01-Mar-2015","2015-03-01"
"MT150092","11182","NA","NA","Homo sapiens","Chikungunya virus","NA","Bolivia: Santa Cruz de la Sierra","Bolivia","BOL","24-Feb-2015","2015-02-24"
"MH000706","11301","10C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Recife-PE","Brazil","BRA","18-Feb-2016","2016-02-18"
"MH000705","11362","7C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Recife-PE","Brazil","BRA","25-Feb-2016","2016-02-25"
"MH000704","11362","6C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil","Brazil","BRA","19-Feb-2016","2016-02-19"
"MH000703","11362","5C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Recife-PE","Brazil","BRA","15-Feb-2016","2016-02-15"
"MH000702","11455","4C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Caruaru-PE","Brazil","BRA","15-Feb-2016","2016-02-15"
"MH000701","11361","3C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Recife-PE","Brazil","BRA","22-Feb-2016","2016-02-22"
"MH000700","11339","2C","NA","Homo sapiens","Chikungunya virus","ECSA","Brazil: Recife-PE","Brazil","BRA","04-Feb-2016","2016-02-04"
"MN075150","11805","CHIKV-212-Finland_ex_Thailand-2019","NA","Homo sapiens","Chikungunya virus","NA","Finland","Finland","FIN","Feb-2019","2019-02-XX"
"MN075149","11805","CHIKV-197-Finland_ex_Thailand-2019","NA","Homo sapiens","Chikungunya virus","NA","Finland","Finland","FIN","Feb-2019","2019-02-XX"
"MN402892","11793","19CHKYN10ZZN","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","02-Aug-2019","2019-08-02"
"MN402891","11793","19CHKYN07LHX","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","30-Jul-2019","2019-07-30"
"MN402890","11793","19CHKYN06HYG","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","26-Jul-2019","2019-07-26"
"MN402889","11793","19CHKYN05LHL","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","25-Jul-2019","2019-07-25"
"MN402888","11793","19CHKYN09PYINI","Plasma","Homo sapiens","Chikungunya virus","ECSA","Myanmar","Myanmar","MMR","01-Aug-2019","2019-08-01"
"MN402887","11793","19CHKYN08May","Plasma","Homo sapiens","Chikungunya virus","ECSA","Myanmar","Myanmar","MMR","01-Aug-2019","2019-08-01"
"MN402886","11793","19CHKYN04CZT","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","02-Jul-2019","2019-07-02"
"MN402885","11793","19CHKYN02LLZ","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","08-May-2019","2019-05-08"
"MN402884","11793","19CHKYN03ZJF","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","28-Jun-2019","2019-06-28"
"MN402883","11793","19CHKYN01LY","Plasma","Homo sapiens","Chikungunya virus","ECSA","China","China","CHN","07-May-2019","2019-05-07"
"MK752958","9438","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","23-Aug-2017","2017-08-23"
"MK752957","7745","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","23-Aug-2017","2017-08-23"
"MK752956","9181","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","30-Aug-2017","2017-08-30"
"MK752955","8601","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Coaraci, Bahia","Brazil","BRA","05-Jun-2017","2017-06-05"
"MK752954","8382","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Itamaraju, Bahia","Brazil","BRA","22-Jun-2017","2017-06-22"
"MK752953","8776","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","16-Aug-2017","2017-08-16"
"MK752952","8226","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","30-Aug-2017","2017-08-30"
"MK752951","8765","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Itamaraju, Bahia","Brazil","BRA","27-Jul-2017","2017-07-27"
"MK752950","8047","NA","serum","Homo sapiens","Chikungunya virus","East/Central/South African","Brazil: Ipecaeta, Bahia","Brazil","BRA","23-Aug-2017","2017-08-23"
"MK159127","10875","45SL","NA","Homo sapiens","Chikungunya virus","NA","Brazil: Feira de Santana-BA","Brazil","BRA","10-Oct-2016","2016-10-10"
"MK159126","11457","45SR","NA","Homo sapiens","Chikungunya virus","NA","Brazil: Feira de Santana-BA","Brazil","BRA","10-Oct-2016","2016-10-10"
"MK159125","11459","45PL","NA","Homo sapiens","Chikungunya virus","NA","Brazil: Feira de Santana-BA","Brazil","BRA","10-Oct-2016","2016-10-10"
"MK159124","11264","29SR","NA","Homo sapiens","Chikungunya virus","NA","Brazil: Feira de Santana-BA","Brazil","BRA","03-Oct-2016","2016-10-03"
"MK159123","11264","29PL","NA","Homo sapiens","Chikungunya virus","NA","Brazil: Feira de Santana-BA","Brazil","BRA","03-Oct-2016","2016-10-03"
"MH746785","836","Iran-6062","Sistan Va Baluchestan Province","Homo sapiens","Chikungunya virus","NA","Iran","Iran","IRN","Oct-2017","2017-10-XX"
"MH746784","800","Iran-6051","Sistan Va Baluchestan Province","Homo sapiens","Chikungunya virus","NA","Iran","Iran","IRN","Oct-2017","2017-10-XX"
"MH746783","744","Iran-6049","Sistan Va Baluchestan Province","Homo sapiens","Chikungunya virus","NA","Iran","Iran","IRN","Oct-2017","2017-10-XX"
"MH746782","713","Iran-5947","Sistan Va Baluchestan Province","Homo sapiens","Chikungunya virus","NA","Iran","Iran","IRN","Aug-2017","2017-08-XX"
"MK992771","646","663/19","serum","Homo sapiens","Chikungunya virus","NA","Israel","Israel","ISR","17-Feb-2019","2019-02-17"
"MH500798","1320","TA700_2015","NA","Homo sapiens","Chikungunya virus","NA","Mexico","Mexico","MEX","2015","2015-XX-XX"
"MH500797","1320","TA711_2015","NA","Homo sapiens","Chikungunya virus","NA","Mexico","Mexico","MEX","2015","2015-XX-XX"
"MH500796","1320","TA750_2015","NA","Homo sapiens","Chikungunya virus","NA","Mexico","Mexico","MEX","2015","2015-XX-XX"
"MH500795","1320","TA712_2015","NA","Homo sapiens","Chikungunya virus","NA","Mexico","Mexico","MEX","2015","2015-XX-XX"
"MH500794","1320","15003_2015","NA","Homo sapiens","Chikungunya virus","NA","Mexico","Mexico","MEX","2015","2015-XX-XX"
"MH124583","11746","IND/2016/DEL/11","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2016","2016-XX-XX"
"MH124582","11756","IND/2016/DEL/03","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2016","2016-XX-XX"
"MH124581","11757","IND/2016/DEL/02","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2016","2016-XX-XX"
"MH124580","11762","IND/2016/DEL/01","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2016","2016-XX-XX"
"MH124579","11752","IND/2010/DEL/12","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124578","11758","IND/2010/DEL/11","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124577","11764","IND/2010/DEL/20","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124576","11746","IND/2010/DEL/14","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124575","11763","IND/2010/DEL/13","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124574","11755","IND/2010/DEL/10","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124573","11750","IND/2010/DEL/06","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124572","11764","IND/2010/DEL/05","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124571","11764","IND/2010/DEL/03","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MH124570","11764","IND/2010/DEL/01","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","2010","2010-XX-XX"
"MK468627","11552","CHRF_0113_09-18-2017","NA","Homo sapiens","Chikungunya virus","ECSA","Bangladesh","Bangladesh","BGD","18-Sep-2017","2017-09-18"
"MK468626","11432","CHRF_0102_06-17-2017","NA","Homo sapiens","Chikungunya virus","ECSA","Bangladesh","Bangladesh","BGD","17-Jun-2017","2017-06-17"
"MK468625","11282","CHRF_0097_05-31-2017","NA","Homo sapiens","Chikungunya virus","ECSA","Bangladesh","Bangladesh","BGD","31-May-2017","2017-05-31"
"MK468624","10886","CHRF_0100_06-14-2017","NA","Homo sapiens","Chikungunya virus","ECSA","Bangladesh","Bangladesh","BGD","14-Jun-2017","2017-06-14"
"MK468623","11296","CHRF_0098_05-31-2017","NA","Homo sapiens","Chikungunya virus","ECSA","Bangladesh","Bangladesh","BGD","31-May-2017","2017-05-31"
